Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1735095,"Dec 25, 2014","Dec 25, 2014",1030424,208145648,1030424,202,116,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735095,SRX824258,G5687.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803874,SAMN03254200,simple,186538,Zaire ebolavirus,G5687.2,,,,,,,no,,,,,BI,SRA178666,,public,9C2D469B0C23A458D0F4D896226FD532,5D1DE59821A1E7CDD00C411C941C85BD
SRR1735096,"Dec 25, 2014","Dec 25, 2014",2527779,510611358,2527779,202,190,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735096,SRX824259,G4850.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803876,SAMN03254028,simple,186538,Zaire ebolavirus,G4850.1,,,,,,,no,,,,,BI,SRA178666,,public,2FD75D1EA204D3F460E8CD5D6F9FA3C0,A6876DD64FA21AC730C21E1F1571BFB8
SRR1735097,"Dec 25, 2014","Dec 25, 2014",919838,185807276,919838,202,98,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735097,SRX824260,SLKEN0008.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803877,SAMN03254316,simple,186538,Zaire ebolavirus,SLKEN0008.0,,,,,,,no,,,,,BI,SRA178666,,public,F27150D34642333366BCED503872CFB6,271FC342015725B566336214DE3CE4C1
SRR1735098,"Dec 25, 2014","Dec 25, 2014",2624130,530074260,2624130,202,197,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735098,SRX824261,G5020.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803878,SAMN03254072,simple,186538,Zaire ebolavirus,G5020.1,,,,,,,no,,,,,BI,SRA178666,,public,01F00C11C64BF8B3D77BC18B8BF03842,7D0DB9CA5CB680D2428ED55AAD4BBCA6
SRR1735099,"Dec 25, 2014","Dec 25, 2014",2883580,582483160,2883580,202,207,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735099,SRX824262,G4690.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803887,SAMN03253992,simple,186538,Zaire ebolavirus,G4690.1,,,,,,,no,,,,,BI,SRA178666,,public,71676F2F1807961A896113307F643FB2,718D58A73A53747B00441EAFE4E4770D
SRR1735100,"Dec 25, 2014","Dec 25, 2014",1081408,218444416,1081408,202,118,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735100,SRX824263,G3901.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803879,SAMN03253796,simple,186538,Zaire ebolavirus,G3901.2,,,,,,,no,,,,,BI,SRA178666,,public,D3F4FAEA3AAFF7731761628481519A8C,4AD19FB003F9554403F8CC64D204E2E8
SRR1735101,"Dec 25, 2014","Dec 25, 2014",813685,164364370,813685,202,91,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735101,SRX824264,G5748.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803880,SAMN03254221,simple,186538,Zaire ebolavirus,G5748.2,,,,,,,no,,,,,BI,SRA178666,,public,E2A25C49709857F00770217000602C43,356619869944494F03C9FE0433460202
SRR1735102,"Dec 25, 2014","Dec 25, 2014",752127,151929654,752127,202,86,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735102,SRX824265,G5431.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803881,SAMN03254132,simple,186538,Zaire ebolavirus,G5431.2,,,,,,,no,,,,,BI,SRA178666,,public,56BE81944194C20479EDC9F2F37E76DD,FC248DA58AAE35879444EF76E12A0FD7
SRR1735103,"Dec 25, 2014","Dec 25, 2014",1911315,386085630,1911315,202,209,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735103,SRX824266,SLBO0366.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803882,SAMN03254305,simple,186538,Zaire ebolavirus,SLBO0366.0,,,,,,,no,,,,,BI,SRA178666,,public,D83DB03E361F630F240F4EE1C59BC235,B2436E0607337AF528A057BBEB7E7505
SRR1735104,"Dec 25, 2014","Dec 25, 2014",785057,158581514,785057,202,88,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735104,SRX824267,SLBOO0387.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803883,SAMN03254315,simple,186538,Zaire ebolavirus,SLBOO0387.0,,,,,,,no,,,,,BI,SRA178666,,public,2073164C64BC9A45D4156B27883558F6,7825C02478F140EF0E415BB2DDDDEE61
SRR1735105,"Dec 25, 2014","Dec 25, 2014",1104260,223060520,1104260,202,118,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735105,SRX824268,SLKEN0017.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803884,SAMN03254319,simple,186538,Zaire ebolavirus,SLKEN0017.0,,,,,,,no,,,,,BI,SRA178666,,public,375D7D4A9F1B5CB7B6B39D25B630EB8C,E17D94D40CBB01ADB4193F38F00407B2
SRR1735106,"Dec 25, 2014","Dec 25, 2014",1266908,255915416,1266908,202,141,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735106,SRX824269,G3900.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803885,SAMN03253794,simple,186538,Zaire ebolavirus,G3900.1,,,,,,,no,,,,,BI,SRA178666,,public,0D4C6164E66B56893AF2FB4C01CD789C,CAD6188D931E6F095E5D076A06C56963
SRR1735107,"Dec 25, 2014","Dec 25, 2014",1248344,252165488,1248344,202,135,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735107,SRX824270,G5644.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803886,SAMN03254188,simple,186538,Zaire ebolavirus,G5644.1,,,,,,,no,,,,,BI,SRA178666,,public,A29B7759A50744553926B1F9BEBD52CA,5C0C2F27F32962AE3CE950AF9DA32281
SRR1735108,"Dec 25, 2014","Dec 25, 2014",1176154,237583108,1176154,202,133,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735108,SRX824271,G5997.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803890,SAMN03254280,simple,186538,Zaire ebolavirus,G5997.1,,,,,,,no,,,,,BI,SRA178666,,public,6A6A2554474065A574B77A09F6C92EFA,247ED5F4C7F8F0692C06DA37CACC1A39
SRR1735109,"Dec 25, 2014","Dec 25, 2014",1050470,212194940,1050470,202,122,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735109,SRX824272,SLBO0367.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803889,SAMN03254306,simple,186538,Zaire ebolavirus,SLBO0367.0,,,,,,,no,,,,,BI,SRA178666,,public,5C9CD0947EB0F24A3140E4BF8C3AF140,90AEFDC41C8BF9BC65DA04837FE3D610
SRR1735110,"Dec 25, 2014","Dec 25, 2014",1220937,246629274,1220937,202,96,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735110,SRX824273,G4726.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803888,SAMN03254007,simple,186538,Zaire ebolavirus,G4726.1,,,,,,,no,,,,,BI,SRA178666,,public,2967280B308D7B9EFC3BC2E671F00D88,46E92F25C77AFADA27976EDC83AE9AF4
SRR1735111,"Dec 25, 2014","Dec 25, 2014",4505877,910187154,4505877,202,322,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735111,SRX824274,G4751.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803891,SAMN03254016,simple,186538,Zaire ebolavirus,G4751.1,,,,,,,no,,,,,BI,SRA178666,,public,513CEEAA4B9E0FD6DF1A5EDE82FB82E3,829BDBE3276693304FDF95F724768A58
SRR1735112,"Dec 25, 2014","Dec 25, 2014",1285502,259671404,1285502,202,144,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735112,SRX824275,G5265.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803892,SAMN03254108,simple,186538,Zaire ebolavirus,G5265.2,,,,,,,no,,,,,BI,SRA178666,,public,49ADC761749722F776AFB4713D8330B1,B97EC69E0608D1777816C565F4606B31
SRR1735113,"Dec 25, 2014","Dec 25, 2014",1895612,382913624,1895612,202,212,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735113,SRX824276,G5117.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803893,SAMN03254090,simple,186538,Zaire ebolavirus,G5117.1,,,,,,,no,,,,,BI,SRA178666,,public,7132E9932DF027D8829BD550571E6AED,8CF38BC4E54CC72CBC63411088EFCB2A
SRR1735114,"Dec 25, 2014","Dec 25, 2014",883021,178370242,883021,202,97,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735114,SRX824277,G3890.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803894,SAMN03253786,simple,186538,Zaire ebolavirus,G3890.1,,,,,,,no,,,,,BI,SRA178666,,public,AD7C8BD3462A5C84F11AFDDE4CA9948F,A167F690F367BF2B9D275AD8A4F0B126
SRR1735115,"Dec 25, 2014","Dec 25, 2014",2560135,517147270,2560135,202,191,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735115,SRX824278,G4715.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803895,SAMN03254000,simple,186538,Zaire ebolavirus,G4715.1,,,,,,,no,,,,,BI,SRA178666,,public,FBA5E339B1D7A27A1E683D0771A5AF0A,1A88003C9BE3DA82E8B0E5A8FB6A3977
SRR1735116,"Dec 25, 2014","Dec 25, 2014",1832803,370226206,1832803,202,197,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735116,SRX824279,SLBOO0386.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803896,SAMN03254314,simple,186538,Zaire ebolavirus,SLBOO0386.0,,,,,,,no,,,,,BI,SRA178666,,public,C09F94D8FD5EC2D7D0F0352EA4A2B83F,A6407F37CE4BB871B7A714C07602E271
SRR1735117,"Dec 25, 2014","Dec 25, 2014",1685104,340391008,1685104,202,189,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735117,SRX824280,G5631.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803897,SAMN03254182,simple,186538,Zaire ebolavirus,G5631.1,,,,,,,no,,,,,BI,SRA178666,,public,10FC5DACEEF16A74B32DD2C366A6962C,175E3C484BC7A2D1E7A1782902288E9A
SRR1735118,"Dec 25, 2014","Dec 25, 2014",667692,134873784,667692,202,77,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735118,SRX824281,G3907.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803899,SAMN03253799,simple,186538,Zaire ebolavirus,G3907.1,,,,,,,no,,,,,BI,SRA178666,,public,3B7E39D082659669FF5CE48348A824D2,565D2A1829D8984BA17B70EEA1CDDAB8
SRR1735119,"Dec 25, 2014","Dec 25, 2014",2165811,437493822,2165811,202,239,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735119,SRX824282,G5013.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803898,SAMN03254069,simple,186538,Zaire ebolavirus,G5013.1,,,,,,,no,,,,,BI,SRA178666,,public,C17010B3663D4B0180FD2428CAD28112,2CC1CA04D5250093AE7C57B9666C4AA4
SRR1735120,"Dec 25, 2014","Dec 25, 2014",837787,169232974,837787,202,95,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735120,SRX824283,G3939.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803900,SAMN03253825,simple,186538,Zaire ebolavirus,G3939.1,,,,,,,no,,,,,BI,SRA178666,,public,1AE372F05916D0DC882CCC7A04D1FA7E,A89E65B67258F568241400693380091A
SRR1735121,"Dec 25, 2014","Dec 25, 2014",3203921,647192042,3203921,202,302,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735121,SRX824284,G3915.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803902,SAMN03253814,simple,186538,Zaire ebolavirus,G3915.1,,,,,,,no,,,,,BI,SRA178666,,public,3E8D2721F51B901AEB410EA59F1EC4B0,E743EC3509404AAE6A40BA86BA7342D3
SRR1735122,"Dec 25, 2014","Dec 25, 2014",1244608,251410816,1244608,202,144,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735122,SRX824285,G5103.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803901,SAMN03254083,simple,186538,Zaire ebolavirus,G5103.1,,,,,,,no,,,,,BI,SRA178666,,public,B9C6E418460FCC3EEAF41C0E83A017CA,B43F88CDC5B5F172EDC7C5C6157BA9F1
SRR1735123,"Dec 25, 2014","Dec 25, 2014",2282089,460981978,2282089,202,169,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735123,SRX824286,G4518.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803903,SAMN03253985,simple,186538,Zaire ebolavirus,G4518.3,,,,,,,no,,,,,BI,SRA178666,,public,0B7C8FFAA4600EBA6DABB56869B9DC23,9AB52C6153DDECE3DEC89D9373D2BA30
SRR1735124,"Dec 25, 2014","Dec 25, 2014",682658,137896916,682658,202,79,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735124,SRX824287,MSF376.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803905,SAMN03254302,simple,186538,Zaire ebolavirus,MSF376.0,,,,,,,no,,,,,BI,SRA178666,,public,73B84621049927756A4BF241C1ACDF92,1A5B6565F38313E9BAAF8697BDF1DCFF
SRR1735125,"Dec 25, 2014","Dec 25, 2014",2330422,470745244,2330422,202,177,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735125,SRX824288,G4909.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803906,SAMN03254041,simple,186538,Zaire ebolavirus,G4909.2,,,,,,,no,,,,,BI,SRA178666,,public,751279BEB12C4622C3297724B2984927,AD0FDF42F23C4F5D738B45F786A0983D
SRR1735126,"Dec 25, 2014","Dec 25, 2014",1194470,241282940,1194470,202,140,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735126,SRX824289,G5568.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803904,SAMN03254157,simple,186538,Zaire ebolavirus,G5568.1,,,,,,,no,,,,,BI,SRA178666,,public,866599747EDFAF4F75CFA04D6A86EF78,B9E3F456ED53357F597E8898FC44748A
SRR1735127,"Dec 25, 2014","Dec 25, 2014",746926,150879052,746926,202,85,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735127,SRX824290,G5570.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803907,SAMN03254159,simple,186538,Zaire ebolavirus,G5570.1,,,,,,,no,,,,,BI,SRA178666,,public,589C81A785156EF129FC27420BC73433,4FB23A419A4568DC0C0BD573F886AA74
SRR1735128,"Dec 25, 2014","Dec 25, 2014",2258725,456262450,2258725,202,170,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735128,SRX824291,G5932.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803908,SAMN03254265,simple,186538,Zaire ebolavirus,G5932.3,,,,,,,no,,,,,BI,SRA178666,,public,D4476C29360C5FCE01AC275C80669B25,9BF404B423B318370E44A4DA598D287C
SRR1735129,"Dec 25, 2014","Dec 25, 2014",3431134,693089068,3431134,202,251,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735129,SRX824292,G4697.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803909,SAMN03253993,simple,186538,Zaire ebolavirus,G4697.1,,,,,,,no,,,,,BI,SRA178666,,public,60D7223F81D2F20A2BC697C594E865A1,1262E489081DEA776E90EBBFC0BCAF5B
SRR1735130,"Dec 25, 2014","Dec 25, 2014",1570771,317295742,1570771,202,176,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735130,SRX824293,SLBO0369.0.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803910,SAMN03254308,simple,186538,Zaire ebolavirus,SLBO0369.0,,,,,,,no,,,,,BI,SRA178666,,public,8346F0580FCCAF22577CE15413A44EF8,C839375554880C820CFA1A9F261CFA3B
SRR1735131,"Dec 25, 2014","Dec 25, 2014",1316377,265908154,1316377,202,104,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735131,SRX824294,G6001.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803911,SAMN03254283,simple,186538,Zaire ebolavirus,G6001.1,,,,,,,no,,,,,BI,SRA178666,,public,A455650FD7E8BDC5E842093E9AC8B587,E222193A8128E0837705F0ADD8E86181
SRR1735132,"Dec 25, 2014","Dec 25, 2014",1205217,243453834,1205217,202,118,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735132,SRX824295,G4789.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803912,SAMN03254020,simple,186538,Zaire ebolavirus,G4789.1,,,,,,,no,,,,,BI,SRA178666,,public,C9D3CFDFE515729EBA9C8E65D830899C,C712B0405E5548C87C33BFAB20E9750F
SRR1735133,"Dec 25, 2014","Dec 25, 2014",1902655,384336310,1902655,202,142,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735133,SRX824296,G4979.2.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803913,SAMN03254058,simple,186538,Zaire ebolavirus,G4979.2,,,,,,,no,,,,,BI,SRA178666,,public,6A07BDAEC2753021318C232139DB16B8,D8158FC17BDF24CFA3D893083A6FC881
SRR1735134,"Dec 25, 2014","Dec 25, 2014",1185294,239429388,1185294,202,137,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735134,SRX824297,G6103.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803915,SAMN03254299,simple,186538,Zaire ebolavirus,G6103.1,,,,,,,no,,,,,BI,SRA178666,,public,EEF0212C4DED1157520011591B1F98DD,87445DC510E970B28A8200C8E9A01DAE
SRR1735135,"Dec 25, 2014","Dec 25, 2014",29524,5963848,29524,202,2,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735135,SRX824298,G4969.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803914,SAMN03254053,simple,186538,Zaire ebolavirus,G4969.1,,,,,,,no,,,,,BI,SRA178666,,public,B73195BAD768BD560E61A9910BFEE110,318C5B3A3450C1C66159AFC1B3780828
SRR1735136,"Dec 25, 2014","Dec 25, 2014",5504281,1111864762,5504281,202,383,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735136,SRX824299,G4868.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803916,SAMN03254033,simple,186538,Zaire ebolavirus,G4868.1,,,,,,,no,,,,,BI,SRA178666,,public,7A4CD3BF4350FBE03F76EC420769D909,4032CC96691047D9400B004AF0AD68CF
SRR1735137,"Dec 25, 2014","Dec 25, 2014",1544802,312050004,1544802,202,177,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735137,SRX824300,G4718.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803917,SAMN03254003,simple,186538,Zaire ebolavirus,G4718.1,,,,,,,no,,,,,BI,SRA178666,,public,3DB37C4ABF6C596354FEF512509913D9,072682F503601E699751F12116745C8A
SRR1735138,"Dec 25, 2014","Dec 25, 2014",924138,186675876,924138,202,99,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735138,SRX824301,G5590.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803918,SAMN03254167,simple,186538,Zaire ebolavirus,G5590.1,,,,,,,no,,,,,BI,SRA178666,,public,453E664DBCF61BC04D93DEE286F1A5E1,8739153F65A797928E76E0C56FA22FDC
SRR1735139,"Dec 25, 2014","Dec 25, 2014",1240030,250486060,1240030,202,137,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735139,SRX824302,G3892.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803919,SAMN03253788,simple,186538,Zaire ebolavirus,G3892.1,,,,,,,no,,,,,BI,SRA178666,,public,19D8F3AC57A23F9B0D3FD58723B26A14,9365EE185A3F9A2022C62B5B8C87F227
SRR1735140,"Dec 25, 2014","Dec 25, 2014",857321,173178842,857321,202,100,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735140,SRX824303,G3886.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803920,SAMN03253783,simple,186538,Zaire ebolavirus,G3886.1,,,,,,,no,,,,,BI,SRA178666,,public,CD83574F5730387AA68E216183DB788F,71902E808217E6A65B0DC1F3F969FB04

Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1735041,"Dec 25, 2014","Dec 25, 2014",1472056,297355312,1472056,202,116,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735041,SRX824204,G4683.1.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803822,SAMN03253991,simple,186538,Zaire ebolavirus,G4683.1,,,,,,,no,,,,,BI,SRA178666,,public,C9C40009DC415DC9792171D839511C92,FC3D99055D005AADB99FB4675B47AFA6
SRR1735042,"Dec 25, 2014","Dec 25, 2014",2432247,491313894,2432247,202,182,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1735042,SRX824205,G4715.3.l1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP045416,PRJNA257197,2,257197,SRS803821,SAMN03254001,simple,186538,Zaire ebolavirus,G4715.3,,,,,,,no,,,,,BI,SRA178666,,public,53531AF5727B481515B32A3695F40CF9,B59BE0011C8D63E2F19C9154C061940C
